leverage_ratio,total_asset_total_liab,current_ratio,quick_ratio,ROI,ROE,asset_turnover,ROS,debt_coversion_ratio,debt_ratio,ROCE,Default,nace,nace_group
11.30606689,1.088448088,1.013759279,0.926646092,1.618502851,19.91740435,2.350759891,0.012270763,0,0.918739268,0.910377583,0,1410,2
6.47523495,1.154434551,0.774479081,0.76268704,0.706861746,5.283957627,1.558957446,0.017046984,0,0.866224941,0.167849118,0,1039,2
3.503054852,1.285465128,1.390736687,0.868268995,-0.523783696,-2.358626711,0.419887945,0.034708107,-0.020106794,0.777928532,0.041004121,0,1610,2
5.141213995,1.194506589,1.329339916,1.051005898,0.382628626,2.349804272,0.674108349,0.039864,0,0.837165746,0.050083498,0,1052,3
4.820403817,1.207451499,1.258306534,0.858532775,1.355611645,7.890207192,1.070865113,0.063458932,0.069570036,0.828190615,1.111911326,0,1410,2
7.171107551,1.139448473,0.849351865,0.55702467,0.566119014,4.625819347,1.400032555,0.020514833,0.025262254,0.87761757,0.161068579,0,1394,1
13.75427052,1.072704692,1.274198039,0.721894489,0.890118619,13.1330509,0.756191258,0.053767503,0,0.932223013,0.170853307,0,1520,2
5.762305239,1.173541657,1.15185878,0.060470635,0.140716361,0.951566988,0.731095027,0.069850822,0,0.852121434,0.763790705,0,1413,3
18.79671908,1.053200774,0.871004974,0.76894669,1.365758527,27.0375379,0.694725958,0.062364319,0.052697858,0.949486579,0.093287574,0,1812,2
4.673782525,1.213959463,1.219780357,0.928800234,0.303670426,1.722959954,0.510524945,0.022909084,0.03353674,0.823750735,0.031152335,0,1812,2
2.0511268,1.487536899,1.578871355,1.563676115,9.191409817,28.04415682,2.082848826,0.070191657,0,0.672252232,0.801224049,0,1729,1
1.515836489,1.65970176,1.071544482,0.981677651,-0.505613062,-1.272039791,0.96328162,0.015293715,-0.032165232,0.602517889,0.061205023,0,1520,2
8.631705648,1.115851958,1.066377366,1.066377366,6.019149938,57.97468045,1.968656472,0.052809924,0,0.896176229,0.930696105,0,1330,2
2.283524612,1.437919519,1.701035619,0.522203901,0.234309495,0.769360995,0.396047367,0.025728376,0.011496657,0.695449214,0.03546967,0,1622,3
4.498932499,1.222274951,1.117151693,0.864508762,0.337359828,1.85511892,1.686249923,0.026614081,0.013153989,0.818146522,0.313254384,0,1520,2
11.82068298,1.084597481,1.103826664,0.948098756,0.488577704,6.263899849,1.083540142,0.017022208,0.016152978,0.922001035,0.078928306,0,1813,2
7.628769816,1.131082733,0.914154697,0.353558413,1.388400745,11.98019044,0.916020837,0.033568604,0,0.884108625,0.081461986,0,1623,2
6.914220849,1.144629456,1.224195114,1.105388086,-1.192585654,-9.438386244,1.456021993,0.030580811,0,0.873645174,0.33991743,0,1624,2
14.15487823,1.070647022,1.167891619,0.396886709,-1.445083576,-21.90006563,0.930517865,0.022855632,-0.033402009,0.934014646,0.144706258,0,1520,2
2.258173815,1.442835708,0.717170128,0.516756554,0.022958401,0.074802462,0.568300876,0.061050589,0,0.693079603,0.179928944,0,1320,2
5.359035144,1.186600754,1.172312799,1.087371045,3.01900893,19.19798388,1.347157719,0.050095658,0.123911427,0.842743439,0.575023749,0,1011,2
1.909886757,1.523591253,0.812469318,0.537689964,-0.384733751,-1.119531647,1.318136364,0.007283668,-0.035818313,0.656344015,0.039452942,0,1083,2
3.306583917,1.302426923,0.893376906,0.456034556,0.446688422,1.923701173,0.923927771,0.037910092,0,0.767797396,0.100374749,0,2053,1
7.704568731,1.129793118,1.492711242,0.890014614,3.163880593,27.54021608,1.366320649,0.110287238,0,0.885117801,0.606982247,0,2030,2
0.978123571,2.02236571,1.597678125,0.545763734,0.229445066,0.453870693,0.774182843,0.026859196,0.007454847,0.494470409,0.229802275,0,1610,2
1.231676544,1.811901473,1.774873805,1.774873805,8.597206539,19.18618417,1.170347326,0.123357411,0,0.551906389,0.530713277,0,1511,2
9.127016822,1.109564825,1.600941982,0.227218805,0.043972599,0.445311247,0.388204382,0.1084812,0.002134358,0.901254237,0.103533296,0,1102,2
12.84263725,1.077865627,1.018169857,0.688704537,-1.503937837,-20.81846593,0.686005867,0.012902499,0,0.92775943,0.015953974,0,1013,2
11.51248242,1.086862239,1.229996255,1.053734932,0.460337629,5.759966487,1.230221424,0.050562744,0.009766979,0.920079808,0.27301193,0,1410,2
1.061704229,1.941881903,2.500622231,2.322158857,0.429107676,0.88469311,1.695718154,0.005055889,0,0.514964375,0.046363204,0,1812,2
9.048285351,1.110518177,1.346731192,1.245193427,-0.732684011,-7.362218011,1.328403992,-0.001463804,0,0.900480533,-0.006368744,0,1812,2
18.64696803,1.053628021,0.854299783,0.833543153,1.893559812,37.20270909,2.471180533,0.032047198,0.037491111,0.949101561,0.521832377,0,1330,2
4.07868281,1.245177192,2.034347302,1.263153948,0.235251381,1.194767146,0.835056197,0.025610543,0.010682009,0.803098552,0.063395708,0,1414,1
9.785078918,1.102196416,1.167870027,0.977575495,0.199929331,2.156253618,1.377595391,0.022986909,0.007618158,0.907279306,0.293216268,0,1721,2
6.994072516,1.142978214,0.916195301,0.881227167,3.399469001,27.17560171,2.30183368,0.041007013,0,0.874907314,0.970608581,0,1410,2
6.208696502,1.161064404,1.167804476,1.016153,4.763565729,34.33909961,1.897434633,0.053831304,0,0.861278665,0.698598958,0,1520,2
14.76982971,1.067705588,0.751291791,0.710559515,0.886687722,13.98291437,0.498903595,0.038722334,0.052054409,0.936587774,0.03088921,0,1721,2
18.37884101,1.054410395,1.102276161,0.826822536,0.307012851,5.949553218,1.495768359,0.02836164,0,0.948397327,0.245714962,0,1392,2
3.109975151,1.321545978,1.459453753,1.217810204,0.139676178,0.574065622,1.895812923,0.030138227,0,0.756689527,0.146812086,0,1071,2
3.571129156,1.280023476,0.732812409,0.468814048,0.334112736,1.52727247,0.594230045,0.048558305,0,0.781235672,0.099047695,0,1071,2
2.574632253,1.388404984,1.293266769,0.790891473,0.168529113,0.602429602,0.618695324,0.047292116,0.009016003,0.720250944,0.109588979,0,1410,2
0.9647557,2.036531839,1.256089565,0.750612098,0.06248115,0.122760195,0.591632848,0.046579638,0.003833122,0.49103087,0.099862614,0,1412,3
7.228329703,1.138344547,0.926019561,0.88324342,0.65762979,5.411194733,1.339979226,0.030451849,0.045865523,0.878468652,0.115690116,0,1085,3
5.684820023,1.175907064,1.00587788,0.835486172,1.558171827,10.41609823,1.203870822,0.038444361,0,0.850407341,0.488164921,0,1419,2
0.838471665,2.192646147,1.542490186,1.450428116,7.128304222,13.10518533,0.856696647,0.041649105,0,0.456069942,0.193974791,0,1812,2
3.998789707,1.250075666,0.732880718,0.598173658,-1.49574599,-7.476919659,1.792433079,0.016887282,-0.055815253,0.799951577,0.296889878,0,2030,2
4.593350041,1.21770603,1.107920316,0.79106118,0.15645418,0.875102994,0.940587922,0.029312173,0.004746838,0.821216267,0.119130529,0,2042,2
4.886901426,1.204628642,0.950774802,0.3243284,0.229664645,1.352013126,1.31401709,0.023646935,0.097591196,0.83013135,0.295118554,0,1413,3
8.74633554,1.114333597,1.170211394,0.703263462,1.204580161,11.74024243,1.688945979,0.026744388,0.041189112,0.897397335,0.196653242,0,2059,1
1.645248951,1.607810751,2.615659199,1.015764375,0.657364962,1.738893975,1.048858966,0.038947318,0.03825141,0.621963748,0.117910849,0,1061,2
8.544652558,1.11703226,1.075066738,1.008775092,1.258681371,12.01367637,1.597433969,0.016683894,0,0.895229293,0.792171106,0,1071,2
5.168523499,1.193478853,0.813328968,0.482958474,0.604448108,3.728552358,1.216963215,0.078983275,0.059002159,0.837886651,0.269728749,0,1812,2
2.577736127,1.387937303,0.954236539,0.944237266,1.15869947,4.145520953,1.369386836,0.025376495,0.115287975,0.720493641,0.139323721,0,1051,2
3.829740908,1.26111427,1.265422919,1.087988484,-0.574043257,-2.772480203,0.706682622,-0.00454146,-0.014690152,0.792949556,-0.013032931,0,1330,2
11.56694371,1.086453261,1.062067027,0.955394414,0.296065423,3.720637506,2.250704076,0.021063316,0,0.920426157,0.202273813,0,1512,2
3.892962761,1.256873765,0.692611618,0.33992048,1.257218229,6.151521976,0.51315038,0.075968909,0.072676248,0.79562485,0.086162113,0,2042,2
8.874918169,1.112677095,1.129913882,0.760203682,0.344281772,3.399754323,1.137492225,0.025017533,0.026975604,0.898733338,0.226794576,0,1101,1
3.532684941,1.283070813,1.66276158,1.643215213,0.790959603,3.585170682,1.433976988,0.036495739,0.043483648,0.77938021,0.234931836,0,1412,3
5.544641525,1.180354311,1.551305184,0.802228432,3.36800153,22.04236267,2.676043861,0.010450104,0,0.847203243,0.06692639,0,1051,2
9.054224081,1.110445687,0.985865699,0.744837023,2.14339731,21.55019685,1.244272567,0.055282339,0.044802919,0.900539316,0.528221866,0,1330,2
3.813621202,1.262217967,1.921982377,1.323569291,1.551186908,7.466826191,1.148472576,0.055624307,0.064915825,0.792256192,0.186293481,0,1413,3
18.86149065,1.053018079,1.186948059,0.806120309,0.071197012,1.414078796,0.642968915,0.036622133,0.002900658,0.949651312,0.116845198,0,1812,2
3.05168299,1.327688034,1.540665274,1.132396865,-5.931880115,-24.03409776,1.194042115,-0.035801932,0,0.753188983,-0.260271163,0,1414,1
